2024-01-09 18:27:15,679: Key.cmd
2024-01-09 18:27:15,854: 'm'
2024-01-09 18:27:15,959: Released: 'm'
2024-01-09 18:27:16,041: Released: Key.cmd
2024-01-09 18:27:17,652: Key.cmd
2024-01-09 18:27:17,771: Released: Key.cmd
2024-01-09 18:27:18,226: 'n'
2024-01-09 18:27:18,314: Released: 'n'
2024-01-09 18:27:18,640: 'o'
2024-01-09 18:27:18,716: Released: 'o'
2024-01-09 18:27:19,079: 't'
2024-01-09 18:27:19,170: Released: 't'
2024-01-09 18:27:19,222: 'e'
2024-01-09 18:27:19,320: Released: 'e'
2024-01-09 18:27:20,102: Key.enter
2024-01-09 18:27:20,190: Released: Key.enter
2024-01-09 18:27:21,309: 'b'
2024-01-09 18:27:21,348: 'f'
2024-01-09 18:27:21,371: Released: 'b'
2024-01-09 18:27:21,425: 's'
2024-01-09 18:27:21,437: Released: 'f'
2024-01-09 18:27:21,457: Key.shift
2024-01-09 18:27:21,501: 'B'
2024-01-09 18:27:21,555: 'G'
2024-01-09 18:27:21,572: Released: 'S'
2024-01-09 18:27:21,596: Released: 'B'
2024-01-09 18:27:21,626: Released: Key.shift
2024-01-09 18:27:21,637: 'u'
2024-01-09 18:27:21,666: Released: 'g'
2024-01-09 18:27:21,709: Released: 'u'
2024-01-09 18:27:21,718: Key.shift
2024-01-09 18:27:21,724: 'W'
2024-01-09 18:27:21,758: 'E'
2024-01-09 18:27:21,805: 'O'
2024-01-09 18:27:21,812: Released: 'E'
2024-01-09 18:27:21,819: Released: 'W'
2024-01-09 18:27:21,822: 'G'
2024-01-09 18:27:21,862: Released: 'O'
2024-01-09 18:27:21,866: Released: Key.shift
2024-01-09 18:27:21,954: Released: 'g'
2024-01-09 18:27:21,981: 'i'
2024-01-09 18:27:21,989: 'u'
2024-01-09 18:27:22,015: Key.shift
2024-01-09 18:27:22,037: Released: 'I'
2024-01-09 18:27:22,039: Released: 'U'
2024-01-09 18:27:22,052: 'G'
2024-01-09 18:27:22,124: Released: Key.shift
2024-01-09 18:27:22,152: Released: 'g'
2024-01-09 18:27:22,155: 'u'
2024-01-09 18:27:22,205: Released: 'u'
2024-01-09 18:27:23,042: Key.ctrl_l
2024-01-09 18:27:23,371: '\x13'
2024-01-09 18:27:23,497: Released: '\x13'
2024-01-09 18:27:23,544: Released: Key.ctrl_l
2024-01-09 18:27:25,266: Key.backspace
2024-01-09 18:27:25,371: Released: Key.backspace
2024-01-09 18:27:30,714: 'a'
2024-01-09 18:27:30,840: Released: 'a'
2024-01-09 18:27:31,058: '.'
2024-01-09 18:27:31,151: Released: '.'
2024-01-09 18:27:32,261: 't'
2024-01-09 18:27:32,360: Released: 't'
2024-01-09 18:27:32,399: 'x'
2024-01-09 18:27:32,453: 't'
2024-01-09 18:27:32,493: Released: 'x'
2024-01-09 18:27:32,536: Released: 't'
2024-01-09 18:27:33,911: Key.backspace
2024-01-09 18:27:34,005: Released: Key.backspace
2024-01-09 18:27:34,071: Key.backspace
2024-01-09 18:27:34,175: Released: Key.backspace
2024-01-09 18:27:34,225: Key.backspace
2024-01-09 18:27:34,335: Released: Key.backspace
2024-01-09 18:27:34,539: Key.backspace
2024-01-09 18:27:34,640: Released: Key.backspace
2024-01-09 18:27:37,724: Key.enter
2024-01-09 18:27:37,845: Released: Key.enter
2024-01-09 18:28:15,059: Key.cmd
2024-01-09 18:28:15,251: 'm'
2024-01-09 18:28:15,355: Released: 'm'
2024-01-09 18:28:15,465: Released: Key.cmd
2024-01-16 18:57:07,851: Key.cmd
2024-01-16 18:57:07,961: 'm'
2024-01-16 18:57:08,052: Released: 'm'
2024-01-16 18:57:08,184: Released: Key.cmd
2024-01-16 18:57:09,464: Key.alt_l
2024-01-16 18:57:09,621: Key.tab
2024-01-16 18:57:09,773: Released: Key.tab
2024-01-16 18:57:10,693: Key.tab
2024-01-16 18:57:10,792: Released: Key.tab
2024-01-16 18:57:11,124: Key.tab
2024-01-16 18:57:11,208: Released: Key.tab
2024-01-16 18:57:11,317: Key.tab
2024-01-16 18:57:11,411: Released: Key.tab
2024-01-16 18:57:11,517: Key.tab
2024-01-16 18:57:11,611: Released: Key.tab
2024-01-16 18:57:11,689: Key.tab
2024-01-16 18:57:11,788: Released: Key.tab
2024-01-16 18:57:11,844: Key.tab
2024-01-16 18:57:11,938: Released: Key.tab
2024-01-16 18:57:12,016: Key.tab
2024-01-16 18:57:12,110: Released: Key.tab
2024-01-16 18:57:12,188: Key.tab
2024-01-16 18:57:12,282: Released: Key.tab
2024-01-16 18:57:12,344: Key.tab
2024-01-16 18:57:12,438: Released: Key.tab
2024-01-16 18:57:12,516: Key.tab
2024-01-16 18:57:12,610: Released: Key.tab
2024-01-16 18:57:12,673: Key.tab
2024-01-16 18:57:12,772: Released: Key.tab
2024-01-16 18:57:12,835: Key.tab
2024-01-16 18:57:12,929: Released: Key.tab
2024-01-16 18:57:13,194: Key.tab
2024-01-16 18:57:13,288: Released: Key.tab
2024-01-16 18:57:13,492: Released: Key.alt_l
2024-01-16 18:57:39,559: Key.alt_l
2024-01-16 18:57:39,781: Key.f5
2024-01-16 18:57:39,786: Released: Key.f5
2024-01-16 18:57:39,889: Key.f5
2024-01-16 18:57:39,892: Released: Key.f5
2024-01-16 18:57:40,082: Released: Key.alt_l
2024-01-16 18:57:48,266: Key.alt_l
2024-01-16 18:57:48,784: Key.alt_l
2024-01-16 18:57:48,799: Key.f5
2024-01-16 18:57:48,799: Released: Key.f5
2024-01-16 18:57:49,020: Released: Key.alt_l
2024-01-16 18:58:33,726: Key.ctrl_l
2024-01-16 18:58:34,249: Key.ctrl_l
2024-01-16 18:58:34,281: Key.ctrl_l
2024-01-16 18:58:34,312: Key.ctrl_l
2024-01-16 18:58:34,343: Key.ctrl_l
2024-01-16 18:58:34,374: Key.ctrl_l
2024-01-16 18:58:34,406: Key.ctrl_l
2024-01-16 18:58:34,421: '\x01'
2024-01-16 18:58:34,578: Released: '\x01'
2024-01-16 18:58:34,671: Released: Key.ctrl_l
2024-01-16 18:58:35,109: Key.ctrl_l
2024-01-16 18:58:35,634: Key.ctrl_l
2024-01-16 18:58:35,665: Key.ctrl_l
2024-01-16 18:58:35,696: Key.ctrl_l
2024-01-16 18:58:35,728: Key.ctrl_l
2024-01-16 18:58:35,759: Key.ctrl_l
2024-01-16 18:58:35,790: Key.ctrl_l
2024-01-16 18:58:35,837: Key.ctrl_l
2024-01-16 18:58:35,868: Key.ctrl_l
2024-01-16 18:58:35,900: Key.ctrl_l
2024-01-16 18:58:35,931: Key.ctrl_l
2024-01-16 18:58:35,962: Released: Key.ctrl_l
2024-01-16 19:00:09,322: Key.backspace
2024-01-16 19:00:09,837: Key.backspace
2024-01-16 19:00:09,884: Key.backspace
2024-01-16 19:00:09,917: Key.backspace
2024-01-16 19:00:09,947: Released: Key.backspace
2024-01-16 19:00:10,731: Key.backspace
2024-01-16 19:00:11,254: Key.backspace
2024-01-16 19:00:11,286: Key.backspace
2024-01-16 19:00:11,310: Key.backspace
2024-01-16 19:00:11,350: Key.backspace
2024-01-16 19:00:11,388: Key.backspace
2024-01-16 19:00:11,414: Released: Key.backspace
2024-01-16 19:00:11,792: Key.backspace
2024-01-16 19:00:11,897: Released: Key.backspace
2024-01-16 19:00:11,975: Key.backspace
2024-01-16 19:00:12,072: Released: Key.backspace
2024-01-16 19:00:12,153: Key.backspace
2024-01-16 19:00:12,246: Released: Key.backspace
2024-01-16 19:00:12,323: Key.backspace
2024-01-16 19:00:12,406: Released: Key.backspace
2024-01-16 19:00:12,453: Key.backspace
2024-01-16 19:00:12,562: Released: Key.backspace
2024-01-16 19:00:12,671: Key.backspace
2024-01-16 19:00:12,755: Released: Key.backspace
